2,0.0
3,0.0
19,0.0
36,0.0
53,0.0
86,0.0
91,1.7966305521124883
119,5.493857245079685
126,3.7045925083957685
142,3.927902213745862
168,1.2284528370287477
180,2.976910948509051
196,0.5208133628226983
205,0.0
222,0.0
239,0.0
256,0.0
273,0.0
290,0.0
306,0.0
323,0.0
340,0.0
373,0.0
384,0.45158985335264595
397,3.624859399816134
410,2.2907664843977518
425,1.5925921860444165
449,0.5976559594358896
472,0.34413612913174235
480,0.041670215986261326
492,0.0
509,0.0
526,0.0
543,0.0
560,0.0
577,0.0
